frame,px,py,pz,qx,qy,qz,qw
0,0.0000000,0.0000000,-10.0000000,0.0000000,0.0000000,0.0000000,1.0000000
80,0.0000000,0.9053898,-10.0000000,0.0000000,0.0000000,0.0000000,1.0000000
90,0.0000000,1.9037297,-10.0000000,0.0000000,0.0000000,0.0000000,1.0000000
100,0.0000000,2.9045300,-10.0000000,0.0000000,0.0000000,0.0000000,1.0000000
110,0.0000000,4.4030609,-10.0000000,0.0179356,-0.0838877,0.0015101,0.9963127
120,-1.0176425,5.4028759,-9.5044594,0.0208727,-0.1092572,0.0022947,0.9937917
130,-2.2180822,6.4044342,-8.7526903,0.0328123,-0.1047501,0.0034580,0.9939511
140,-3.3416016,7.4055524,-7.8929553,0.1106675,-0.0432187,0.0048171,0.9929057
150,-4.3986998,8.4048662,-6.9554639,0.1375612,0.0044571,-0.0006190,0.9904830
160,-5.2086048,9.2128115,-6.1194177,0.1572272,0.2201851,-0.0359854,0.9620308
170,-5.2086048,9.2128115,-6.1194177,0.1784056,0.2847039,-0.0540166,0.9403177
180,-5.5401592,9.2128115,-5.9040842,0.1843753,0.2787342,-0.0546186,0.9409196
190,-6.3800631,9.2128115,-5.3585949,0.1829637,0.2788159,-0.0542004,0.9411952
200,-7.1874685,9.2128115,-4.6537724,0.0442439,0.6526093,-0.0382217,0.7554355
210,-8.2332096,9.2128115,-3.7119660,0.0438882,0.6987496,-0.0430279,0.7127212
220,-9.2633600,9.2128115,-2.7360523,0.1000180,0.6879492,-0.0965969,0.7123141
230,-10.2959318,9.2128115,-1.7729520,0.1053576,0.6872054,-0.1017538,0.7115440
240,-11.3319263,9.2128115,-0.8066578,0.1053576,0.6872054,-0.1017538,0.7115440
250,-12.3645315,9.2128115,0.1564759,0.1053576,0.6872054,-0.1017538,0.7115440
260,-12.8764935,9.2128115,0.4423214,0.0827106,0.7330256,-0.0906202,0.6690445
270,-12.7736692,8.7093096,0.4260225,0.0719363,0.7557662,-0.0842371,0.6454045
280,-11.7938461,8.6146278,0.2537185,0.0680563,0.7638316,-0.0816579,0.6366016
290,-10.8079329,8.6146278,0.0730864,0.0632800,0.7644226,-0.0759270,0.6370941
300,-9.9678726,8.6146278,-0.8939610,0.0623243,0.7645356,-0.0747803,0.6371883
310,-9.1099548,8.6146278,-1.7621064,0.0669807,0.7649075,-0.0806129,0.6355563
320,-9.1099548,7.8137884,-1.7621064,0.0717455,0.7642814,-0.0863475,0.6350361
330,-9.1099548,6.8131018,-1.7621064,0.0717455,0.7642813,-0.0863475,0.6350360
340,-9.1099548,5.8118572,-1.7621064,0.0717455,0.7642813,-0.0863475,0.6350360
350,-9.1099548,4.8102098,-1.7621064,0.0717455,0.7642813,-0.0863475,0.6350360
360,-9.1099548,3.8118656,-1.7621064,0.0397427,0.8313888,-0.0599651,0.5510148
370,-9.1099548,2.8110895,-1.7621064,0.0238932,0.8822192,-0.0450338,0.4680709
380,-9.1099548,2.4135289,-1.7621064,0.0221703,0.8858365,-0.0425545,0.4615097
390,-9.1099548,2.4135289,-1.7621064,0.0300772,0.7428883,-0.0334540,0.6679021
400,-8.7100763,2.4135289,-1.7664952,0.0305935,0.7100329,-0.0309073,0.7028245
410,-7.7070932,2.4135289,-1.7767299,0.0305936,0.7100329,-0.0309074,0.7028245
420,-6.7064772,1.7140689,-1.7869403,0.0305937,0.7100329,-0.0309075,0.7028245
430,-5.7020764,1.7140689,-1.7953397,0.0255890,0.7028238,-0.0253142,0.7104528
440,-4.7054715,1.7140689,-1.7719710,0.0204395,0.6965700,-0.0198592,0.7169228
450,-3.7061515,1.7140689,-1.7431866,0.0204396,0.6965700,-0.0198593,0.7169228
460,-2.7066314,1.7140689,-1.7143965,0.0204396,0.6965700,-0.0198593,0.7169228
470,-2.2071271,1.7140689,-1.7000087,0.0204396,0.6965700,-0.0198593,0.7169228
480,-2.2071271,1.0146981,-1.7000087,0.0204396,0.6965700,-0.0198593,0.7169228
530,-2.2071271,1.0146981,-1.7000087,-0.0439505,0.6976801,0.0429598,0.7137684
540,-2.2071271,1.0146981,-1.7000087,-0.0460916,0.6975481,0.0450527,0.7136333
580,-1.6066310,1.0146981,-1.6863176,-0.0460916,0.6975481,0.0450527,0.7136333
590,-0.6076400,1.0146981,-1.6635408,-0.0289527,0.6984284,0.0283002,0.7145339
600,0.3919996,1.0146981,-1.6389482,-0.0193325,0.6976737,0.0188401,0.7159069
610,1.3930154,1.0146981,-1.6131208,-0.0193325,0.6976737,0.0188401,0.7159069
620,2.3980486,1.0146981,-1.5871896,-0.0193325,0.6976737,0.0188401,0.7159069
630,3.3929529,1.0146981,-1.5615196,-0.0193325,0.6976737,0.0188401,0.7159069
640,4.3937621,1.0146981,-1.5356975,-0.0193325,0.6976737,0.0188401,0.7159069
650,5.3928895,1.0146981,-1.5099188,-0.0193325,0.6976737,0.0188401,0.7159069
660,6.3934617,1.0146981,-1.4858603,-0.0128320,0.7010301,0.0126183,0.7129046
670,6.3934617,1.0146981,-1.4858603,-0.0116930,0.7053131,0.0116371,0.7087039
690,6.5880070,1.0146981,-1.5379015,-0.0325895,0.7959520,0.0430214,0.6029490
700,7.2593546,1.0146981,-1.7304856,-0.0324603,0.7977573,0.0431189,0.6005584
710,7.2593546,1.0146981,-1.7304856,-0.0199081,0.8161166,0.0281653,0.5768570
720,7.2593546,1.9161621,-1.7304856,-0.0134668,0.8663602,0.0233954,0.4986896
730,7.2593546,2.5144293,-1.7304856,-0.0162006,0.8706565,0.0287401,0.4907838
740,7.2593546,2.5144293,-1.7304856,-0.0385806,0.8713009,0.0694127,0.4842812
750,7.2593546,2.5144293,-1.7304856,-0.0730168,0.8799863,0.1438162,0.4467769
760,7.2593546,2.5144293,-1.7304856,-0.0674408,0.9059290,0.1578395,0.3870803
770,7.2593546,2.5144293,-1.7304856,-0.0444155,0.9460367,0.1473350,0.2851917
780,7.2593546,2.5144293,-1.7304856,-0.0291296,0.9685731,0.1374795,0.2052244
800,7.2593546,2.5144293,-1.7304856,-0.0268402,0.9727873,0.1485142,0.1758070
810,7.2593546,2.5144293,-1.7304856,-0.0021285,0.9848259,0.1731093,0.0121091
820,7.2593546,2.5144293,-1.7304856,-0.0016091,0.9848577,0.1731150,0.0091545
830,7.2593546,2.5144293,-1.7304856,-0.0010805,0.9851394,0.1716415,0.0062014
840,7.2593546,2.5144293,-1.7304856,-0.0140748,-0.9858381,-0.1113763,0.1245816
850,7.2593546,2.5144293,-1.7304856,-0.0057998,-0.9838923,-0.0324796,0.1756913
860,7.2593546,2.5144293,-1.7304856,-0.0031003,-0.9782935,-0.0146749,0.2066809
870,7.2593546,2.5144293,-1.7304856,0.0153759,-0.9846078,0.1202227,0.1259269
880,7.2593546,2.5144293,-1.7304856,0.0161056,-0.9737164,0.2151882,0.0728771
900,7.2593546,2.5144293,-1.7304856,0.0319031,0.9623022,-0.2370231,0.1295250
910,7.2593546,2.5144293,-1.7304856,0.0745039,0.9226629,-0.2272596,0.3024822
940,7.2593546,2.5144293,-1.7304856,0.1389161,0.8227469,-0.2277032,0.5019374
950,7.2593546,2.1157346,-1.7304856,0.1216986,0.8592923,-0.2405954,0.4346496
960,7.2593546,1.6145328,-1.7304856,0.1069318,0.8817955,-0.2412001,0.3909282
970,7.2593546,1.6145328,-1.7304856,0.1065699,0.8823808,-0.2413604,0.3896050
980,7.8502178,1.6145328,-2.2691364,0.1056252,0.8833256,-0.2401953,0.3884398
1000,7.8502178,1.6145328,-2.2691364,0.0561640,0.9409336,-0.2710811,0.1949476
1010,8.0875607,1.6145328,-2.8210897,0.0560476,0.9408171,-0.2725767,0.1934521
1030,8.0875607,1.6145328,-2.8210897,0.0831743,0.9158924,-0.2984458,0.2552514
1040,8.0875607,1.6145328,-2.8210897,0.0855442,0.9132453,-0.3051786,0.2559907
1050,8.0875607,1.1115084,-2.8210897,0.0867736,0.9119410,-0.3077873,0.2571011
1060,8.1376791,1.1115084,-2.9138007,0.0737336,0.9234771,-0.3009177,0.2262788
1070,8.2723942,1.1115084,-3.1829009,0.0634822,0.9316500,-0.2974096,0.1988611
1110,8.2723942,1.1115084,-3.1829009,0.0750575,0.9240091,-0.2858329,0.2426376
1120,8.2723942,1.1115084,-3.1829009,0.0975007,0.8685567,-0.1892198,0.4475476
1130,8.1747608,1.1115084,-3.1582613,0.1082078,0.7765647,-0.1389087,0.6049321
1140,7.4366827,1.1115084,-1.9473059,0.1058592,0.7342615,-0.1177444,0.6601442
1150,7.3420615,1.1115084,-1.6429842,0.0577071,0.4831918,-0.0319390,0.8730266
1170,7.3420615,1.1115084,-1.6429842,0.0133102,0.1686756,-0.0022779,0.9855791
1180,7.3420615,1.1115084,-1.6429842,0.0089165,0.1390440,-0.0012520,0.9902453
1200,7.3420615,1.1115084,-1.6429842,0.0103997,0.1405272,-0.0014762,0.9900211
1210,7.4522662,1.1115084,-1.2593695,0.0252589,0.1375193,-0.0035081,0.9901708
1220,7.4522662,1.2132696,-1.2593695,0.0370827,0.1478525,-0.0055477,0.9882984
1230,7.5151882,2.2126217,-1.0682194,0.0429418,0.1581829,-0.0068860,0.9864516
1240,7.0693002,2.7109017,-0.1847343,0.0426017,0.2009304,-0.0087468,0.9786397
1250,7.0693002,2.7109017,-0.1847343,0.0289128,0.2666132,-0.0080019,0.9633366
1260,6.6989012,2.7109017,0.1759107,0.0084871,0.3339466,-0.0030070,0.9425490
1270,6.5855117,2.7109017,0.9952069,-0.0216059,0.5305918,0.0135308,0.8472440
1290,6.5855117,2.7109017,0.9952069,-0.0046013,0.6411434,0.0038443,0.7673978
1300,6.5855117,2.7109017,0.9952069,-0.0022494,0.6605104,0.0019789,0.7508110
1320,6.6946144,2.7109017,1.0019572,0.0043622,0.6870964,-0.0041254,0.7265415
1330,7.6813841,2.7109017,1.0570683,0.0054520,0.6870893,-0.0051560,0.7265342
1340,8.6784811,2.7109017,1.0759200,0.0184993,0.7281470,-0.0196677,0.6848890
1350,9.7268276,2.7109017,1.7062584,0.0194330,0.7311913,-0.0208476,0.6815769
1360,10.7442999,2.7109017,1.9350630,0.0194330,0.7311913,-0.0208476,0.6815769
1370,11.7439051,2.7109017,1.8647671,0.0194017,0.7322128,-0.0208767,0.6804793
1380,12.7389688,2.7109017,1.7668251,0.0200236,0.7443094,-0.0223391,0.6671607
1390,13.7308493,2.7109017,1.6580712,0.0200236,0.7443094,-0.0223391,0.6671607
1400,14.7340984,2.7109017,1.5480704,0.0200237,0.7443094,-0.0223392,0.6671607
1410,15.7228546,2.7109017,1.4396590,0.0200237,0.7443094,-0.0223392,0.6671609
1420,16.7170811,2.7109017,1.3306479,0.0200238,0.7443094,-0.0223393,0.6671609
1430,17.7161427,2.7109017,1.2211066,0.0200238,0.7443094,-0.0223393,0.6671609
1440,18.7064667,2.7109017,1.1125238,0.0200239,0.7443094,-0.0223394,0.6671609
1450,19.7020359,2.7109017,1.0033656,0.0200239,0.7443094,-0.0223394,0.6671609
1460,20.7660027,2.7109017,1.4847335,0.0156144,0.7592539,-0.0182291,0.6503518
1470,21.8340607,2.7109017,1.7054118,0.0122000,0.8138185,-0.0170965,0.5807396
1480,22.7786179,2.7109017,1.3796519,0.0121744,0.8146887,-0.0171149,0.5795182
1490,23.6791210,2.2050683,0.9490681,0.0200316,0.9183810,-0.0468825,0.3923994
